image_id,prompt,category
sa_1552914,A festival in an open area. There are games and people under fabric banners.,dci
sa_1552915,A large dark orange building has many windows on it.,dci
sa_1552916,"Three people are in a small room, all wearing white hazmat suits with blue lines on them. One person is handling many vials.",dci
sa_1552917,"People are walking dogs in Medieval clothes, even the dogs are wearing clothes with seals.  ",dci
sa_1552918,"This is a picture of a gondola ride at what appears to be a carnival. It has multiple colorful gondolas in the sky, with people on them, going from the top of the image to the bottom left. On the right are vendor stands.",dci
sa_1552919,There is a person who is standing with their knees in a large water area. There are green plants coming up in rows and then many more rows of green plants in the distance and then green mountains.,dci
sa_1552920,A man lifts the lid to some kind of container that has bags all around it.,dci
sa_1552921,a large number of boats navigate through a floating market located on opposite ends of a canal. ,dci
sa_1552922,A large massive crowd filling and parading down city streets.,dci
sa_1552928,vehicles on a street,dci
sa_1552930,Here is a view outside of a group of people walking outside in the rain along a wooden dick leading to a building with trees around it. ,dci
sa_1552931,The grand Archbasilica of Saint John Lateran under a clear and blue sky in a sunny day. ,dci
sa_1552932,"A child faces forward holding a pink balloon in front of a wall. At right, a tree stands over a sidewalk and in front of a building.",dci
sa_1552933,There is a long brown field that has a lot of piles of dirt and rocks. There are three people in the middle and then green fields beyond that and mountains rising up in the very back.,dci
sa_1552936,"A person is wearing a hat, face mask, and jacket and pushing a yellow shopping cart. They are in a grocery store with the aisles to the left and checkout on the right.",dci
sa_1552938,There are a bunch of tiny green leaves that come up on green stems and are going different directions.,dci
sa_1552939,Two women holding their legs out while a third does a handstand between them.,dci
sa_1552941,There are buildings along the edges of the image and in the background. There are many cars in the background of the image.,dci
sa_1552943,"A few people riding bikes, and several cars, can be seen traveling along a city street. There are several buildings and trees going across the background.  ",dci
sa_1552945,"There is the bottom of a downed tree that has many roots and branches going everywhere. There is a street behind it, as well as cars on the left and a big building in the background.",dci
sa_1552947,Some weeds on a white lid of an opened white bottle on two blue boxes on a wooden table. ,dci
sa_1552949,There is a very weathered and old flat tire on a car. ,dci
sa_1552951,"A city street with busses, a car, a motorbike and pedestrians in front of tall buildings and a cloudy gray sky.",dci
sa_1552956,A black and white picture of men in old fashioned uniforms riding horses down a modern city street.,dci
sa_1552957,An old man with a cane next to a scooter with Barcelona's Sagrada Famiglia in the background.,dci
sa_1552960,An entrance into an airport can be seen going across the background. There is also a road that has a couple of cars travelling along its surface going across the image. ,dci
sa_1552961,"A group of men and women posing for a picture in front of a framed poster being held up in front of the middle of them.  Some of the people are wearing white shirts with long red sleeves with circular red ""Anti-Corruption Day"" 2016 logos in the middle.",dci
sa_1552964,Cars are on a wet street and there is an arched sign with gray Chinese lettering on the art. The sky is cloudy and there are buildings on either side of the street.,dci
sa_1552965,A deck of cards spread out face up on a white surface,dci
sa_1552967,"There are the letters ""PRADA"" that is lit with yellow against a black background.",dci
sa_1552968,A train can be seen on a track in the center of the image. Another train can be seen on the right side.,dci
sa_1552969,A man sanding the body of a guitar,dci
